Cell Name/Pin, Capacitance, Direction
sky130_fd_sc_hd__a41oi_2/A1,0.0043220000,input
sky130_fd_sc_hd__a41oi_2/A2,0.0043430000,input
sky130_fd_sc_hd__a41oi_2/A3,0.0045370000,input
sky130_fd_sc_hd__a41oi_2/A4,0.0045660000,input
sky130_fd_sc_hd__a41oi_2/B1,0.0045810000,input
sky130_fd_sc_hd__a41oi_2/Y,0.1300150000,output
sky130_fd_sc_hd__a41oi_4/A1,0.0085560000,input
sky130_fd_sc_hd__a41oi_4/A2,0.0085870000,input
sky130_fd_sc_hd__a41oi_4/A3,0.0085300000,input
sky130_fd_sc_hd__a41oi_4/A4,0.0087900000,input
sky130_fd_sc_hd__a41oi_4/B1,0.0086630000,input
sky130_fd_sc_hd__a41oi_4/Y,0.2041730000,output
sky130_fd_sc_hd__and2_0/A,0.0016280000,input
sky130_fd_sc_hd__and2_0/B,0.0016730000,input
sky130_fd_sc_hd__and2_0/X,0.1098730000,output
sky130_fd_sc_hd__and2_1/A,0.0014890000,input
sky130_fd_sc_hd__and2_1/B,0.0015310000,input
sky130_fd_sc_hd__and2_1/X,0.1675510000,output
sky130_fd_sc_hd__and2_2/A,0.0014780000,input
sky130_fd_sc_hd__and2_2/B,0.0015070000,input
sky130_fd_sc_hd__and2_2/X,0.3195290000,output
sky130_fd_sc_hd__and2_4/A,0.0023800000,input
sky130_fd_sc_hd__and2_4/B,0.0024960000,input
sky130_fd_sc_hd__and2_4/X,0.5712990000,output
sky130_fd_sc_hd__and2b_1/A_N,0.0015910000,input
sky130_fd_sc_hd__and2b_1/B,0.0016750000,input
sky130_fd_sc_hd__and2b_1/X,0.1785380000,output
sky130_fd_sc_hd__and2b_2/A_N,0.0015860000,input
sky130_fd_sc_hd__and2b_2/B,0.0016490000,input
sky130_fd_sc_hd__and2b_2/X,0.3259380000,output
sky130_fd_sc_hd__and2b_4/A_N,0.0014840000,input
sky130_fd_sc_hd__and2b_4/B,0.0025300000,input
sky130_fd_sc_hd__and2b_4/X,0.4916480000,output
sky130_fd_sc_hd__and3_1/A,0.0015030000,input
sky130_fd_sc_hd__and3_1/B,0.0015480000,input
sky130_fd_sc_hd__and3_1/C,0.0015920000,input
sky130_fd_sc_hd__and3_1/X,0.1648050000,output
sky130_fd_sc_hd__and3_2/A,0.0014530000,input
sky130_fd_sc_hd__and3_2/B,0.0015330000,input
sky130_fd_sc_hd__and3_2/C,0.0015590000,input
sky130_fd_sc_hd__and3_2/X,0.3250220000,output
sky130_fd_sc_hd__and3_4/A,0.0025330000,input
sky130_fd_sc_hd__and3_4/B,0.0024490000,input
sky130_fd_sc_hd__and3_4/C,0.0024790000,input
sky130_fd_sc_hd__and3_4/X,0.5639750000,output
sky130_fd_sc_hd__and3b_1/A_N,0.0015610000,input
sky130_fd_sc_hd__and3b_1/B,0.0015510000,input
sky130_fd_sc_hd__and3b_1/C,0.0015840000,input
sky130_fd_sc_hd__and3b_1/X,0.1648050000,output
sky130_fd_sc_hd__and3b_2/A_N,0.0014410000,input
sky130_fd_sc_hd__and3b_2/B,0.0015290000,input
sky130_fd_sc_hd__and3b_2/C,0.0015500000,input
sky130_fd_sc_hd__and3b_2/X,0.3250220000,output
sky130_fd_sc_hd__and3b_4/A_N,0.0016080000,input
sky130_fd_sc_hd__and3b_4/B,0.0024250000,input
sky130_fd_sc_hd__and3b_4/C,0.0024570000,input
sky130_fd_sc_hd__and3b_4/X,0.4824930000,output
sky130_fd_sc_hd__and4_1/A,0.0015600000,input
sky130_fd_sc_hd__and4_1/B,0.0015790000,input
sky130_fd_sc_hd__and4_1/C,0.0015700000,input
sky130_fd_sc_hd__and4_1/D,0.0015970000,input
sky130_fd_sc_hd__and4_1/X,0.1702980000,output
sky130_fd_sc_hd__and4_2/A,0.0015220000,input
sky130_fd_sc_hd__and4_2/B,0.0015500000,input
sky130_fd_sc_hd__and4_2/C,0.0015480000,input
sky130_fd_sc_hd__and4_2/D,0.0015680000,input
sky130_fd_sc_hd__and4_2/X,0.3176980000,output
sky130_fd_sc_hd__and4_4/A,0.0024050000,input
sky130_fd_sc_hd__and4_4/B,0.0024760000,input
sky130_fd_sc_hd__and4_4/C,0.0024280000,input
sky130_fd_sc_hd__and4_4/D,0.0024080000,input
sky130_fd_sc_hd__and4_4/X,0.5621440000,output
sky130_fd_sc_hd__and4b_1/A_N,0.0016200000,input
sky130_fd_sc_hd__and4b_1/B,0.0016040000,input
sky130_fd_sc_hd__and4b_1/C,0.0015790000,input
sky130_fd_sc_hd__and4b_1/D,0.0016290000,input
sky130_fd_sc_hd__and4b_1/X,0.1638890000,output
sky130_fd_sc_hd__and4b_2/A_N,0.0015620000,input
sky130_fd_sc_hd__and4b_2/B,0.0015950000,input
sky130_fd_sc_hd__and4b_2/C,0.0015870000,input
sky130_fd_sc_hd__and4b_2/D,0.0015920000,input
sky130_fd_sc_hd__and4b_2/X,0.3131200000,output
sky130_fd_sc_hd__and4b_4/A_N,0.0015710000,input
sky130_fd_sc_hd__and4b_4/B,0.0023510000,input
sky130_fd_sc_hd__and4b_4/C,0.0023730000,input
sky130_fd_sc_hd__and4b_4/D,0.0023960000,input
sky130_fd_sc_hd__and4b_4/X,0.4852390000,output
sky130_fd_sc_hd__and4bb_1/A_N,0.0015400000,input
sky130_fd_sc_hd__and4bb_1/B_N,0.0015520000,input
sky130_fd_sc_hd__and4bb_1/C,0.0015100000,input
sky130_fd_sc_hd__and4bb_1/D,0.0015470000,input
sky130_fd_sc_hd__and4bb_1/X,0.1638890000,output
sky130_fd_sc_hd__and4bb_2/A_N,0.0015350000,input
sky130_fd_sc_hd__and4bb_2/B_N,0.0015310000,input
sky130_fd_sc_hd__and4bb_2/C,0.0015220000,input
sky130_fd_sc_hd__and4bb_2/D,0.0015500000,input
sky130_fd_sc_hd__and4bb_2/X,0.2829080000,output
sky130_fd_sc_hd__and4bb_4/A_N,0.0015190000,input
sky130_fd_sc_hd__and4bb_4/B_N,0.0015740000,input
sky130_fd_sc_hd__and4bb_4/C,0.0024220000,input
sky130_fd_sc_hd__and4bb_4/D,0.0024690000,input
sky130_fd_sc_hd__and4bb_4/X,0.4852390000,output
sky130_fd_sc_hd__buf_1/A,0.0021520000,input
sky130_fd_sc_hd__buf_1/X,0.1309300000,output
sky130_fd_sc_hd__buf_12/A,0.0094480000,input
sky130_fd_sc_hd__buf_12/X,5.0000000000,output
sky130_fd_sc_hd__buf_16/A,0.0140330000,input
sky130_fd_sc_hd__buf_16/X,5.0000000000,output
sky130_fd_sc_hd__buf_2/A,0.0017720000,input
sky130_fd_sc_hd__buf_2/X,0.3314310000,output
sky130_fd_sc_hd__buf_4/A,0.0024670000,input
sky130_fd_sc_hd__buf_4/X,0.5941870000,output
sky130_fd_sc_hd__buf_6/A,0.0047510000,input
sky130_fd_sc_hd__buf_6/X,0.8331400000,output
sky130_fd_sc_hd__buf_8/A,0.0072030000,input
sky130_fd_sc_hd__buf_8/X,5.0000000000,output
sky130_fd_sc_hd__bufbuf_16/A,0.0023830000,input
sky130_fd_sc_hd__bufbuf_16/X,1.5582370000,output
sky130_fd_sc_hd__bufbuf_8/A,0.0017950000,input
sky130_fd_sc_hd__bufbuf_8/X,0.9924410000,output
sky130_fd_sc_hd__bufinv_16/A,0.0069630000,input
sky130_fd_sc_hd__bufinv_16/Y,1.5774630000,output
sky130_fd_sc_hd__bufinv_8/A,0.0023890000,input
sky130_fd_sc_hd__bufinv_8/Y,0.9951880000,output
sky130_fd_sc_hd__clkbuf_1/A,0.0021470000,input
sky130_fd_sc_hd__clkbuf_1/X,0.1309300000,output
sky130_fd_sc_hd__clkbuf_16/A,0.0076300000,input
sky130_fd_sc_hd__clkbuf_16/X,1.6030980000,output
sky130_fd_sc_hd__clkbuf_2/A,0.0022490000,input
sky130_fd_sc_hd__clkbuf_2/X,0.2929790000,output
sky130_fd_sc_hd__clkbuf_4/A,0.0021690000,input
sky130_fd_sc_hd__clkbuf_4/X,0.5438330000,output
sky130_fd_sc_hd__clkbuf_8/A,0.0040410000,input
sky130_fd_sc_hd__clkbuf_8/X,0.9585670000,output
sky130_fd_sc_hd__clkdlybuf4s15_1/A,0.0022660000,input
sky130_fd_sc_hd__clkdlybuf4s15_1/X,0.1693830000,output
sky130_fd_sc_hd__clkdlybuf4s15_2/A,0.0022700000,input
sky130_fd_sc_hd__clkdlybuf4s15_2/X,0.2966410000,output
sky130_fd_sc_hd__clkdlybuf4s18_1/A,0.0022690000,input
sky130_fd_sc_hd__clkdlybuf4s18_1/X,0.1693830000,output
sky130_fd_sc_hd__clkdlybuf4s18_2/A,0.0022730000,input
sky130_fd_sc_hd__clkdlybuf4s18_2/X,0.3131200000,output
sky130_fd_sc_hd__clkdlybuf4s25_1/A,0.0022750000,input
sky130_fd_sc_hd__clkdlybuf4s25_1/X,0.1611430000,output
sky130_fd_sc_hd__clkdlybuf4s25_2/A,0.0022750000,input
sky130_fd_sc_hd__clkdlybuf4s25_2/X,0.3149510000,output
sky130_fd_sc_hd__clkdlybuf4s50_1/A,0.0022380000,input
sky130_fd_sc_hd__clkdlybuf4s50_1/X,0.1657200000,output
sky130_fd_sc_hd__clkdlybuf4s50_2/A,0.0022300000,input
sky130_fd_sc_hd__clkdlybuf4s50_2/X,0.3103740000,output
sky130_fd_sc_hd__clkinv_1/A,0.0031660000,input
sky130_fd_sc_hd__clkinv_1/Y,0.1693830000,output
sky130_fd_sc_hd__clkinv_16/A,0.0388850000,input
sky130_fd_sc_hd__clkinv_16/Y,2.1460050000,output
sky130_fd_sc_hd__clkinv_2/A,0.0053560000,input
sky130_fd_sc_hd__clkinv_2/Y,0.3497410000,output
sky130_fd_sc_hd__clkinv_4/A,0.0105940000,input
sky130_fd_sc_hd__clkinv_4/Y,0.6994730000,output
sky130_fd_sc_hd__clkinv_8/A,0.0209320000,input
sky130_fd_sc_hd__clkinv_8/Y,1.2854100000,output
sky130_fd_sc_hd__clkinvlp_2/A,0.0047080000,input
sky130_fd_sc_hd__clkinvlp_2/Y,0.1336770000,output
sky130_fd_sc_hd__clkinvlp_4/A,0.0090070000,input
sky130_fd_sc_hd__clkinvlp_4/Y,0.2755840000,output
sky130_fd_sc_hd__conb_1/HI,1.7899000000,output
sky130_fd_sc_hd__conb_1/LO,1.9210000000,output
sky130_fd_sc_hd__dfbbn_1/CLK_N,0.0018220000,input
sky130_fd_sc_hd__dfbbn_1/D,0.0016250000,input
sky130_fd_sc_hd__dfbbn_1/Q,0.1767070000,output
sky130_fd_sc_hd__dfbbn_1/Q_N,0.1611430000,output
sky130_fd_sc_hd__dfbbn_1/RESET_B,0.0016690000,input
sky130_fd_sc_hd__dfbbn_1/SET_B,0.0035180000,input
sky130_fd_sc_hd__dfbbn_2/CLK_N,0.0018420000,input
sky130_fd_sc_hd__dfbbn_2/D,0.0016220000,input
sky130_fd_sc_hd__dfbbn_2/Q,0.3296000000,output
sky130_fd_sc_hd__dfbbn_2/Q_N,0.3030490000,output
sky130_fd_sc_hd__dfbbn_2/RESET_B,0.0016690000,input
sky130_fd_sc_hd__dfbbn_2/SET_B,0.0035050000,input
sky130_fd_sc_hd__dfbbp_1/CLK,0.0018330000,input
sky130_fd_sc_hd__dfbbp_1/D,0.0016260000,input
sky130_fd_sc_hd__dfbbp_1/Q,0.1767070000,output
sky130_fd_sc_hd__dfbbp_1/Q_N,0.1611430000,output
sky130_fd_sc_hd__dfbbp_1/RESET_B,0.0016340000,input
sky130_fd_sc_hd__dfbbp_1/SET_B,0.0034890000,input
sky130_fd_sc_hd__dfrbp_1/CLK,0.0018420000,input
sky130_fd_sc_hd__dfrbp_1/D,0.0020080000,input
sky130_fd_sc_hd__dfrbp_1/Q,0.1748760000,output
sky130_fd_sc_hd__dfrbp_1/Q_N,0.1803690000,output
sky130_fd_sc_hd__dfrbp_1/RESET_B,0.0035960000,input
sky130_fd_sc_hd__dfrbp_2/CLK,0.0018460000,input
sky130_fd_sc_hd__dfrbp_2/D,0.0020090000,input
sky130_fd_sc_hd__dfrbp_2/Q,0.2655130000,output
sky130_fd_sc_hd__dfrbp_2/Q_N,0.3057960000,output
sky130_fd_sc_hd__dfrbp_2/RESET_B,0.0036000000,input
sky130_fd_sc_hd__dfrtn_1/CLK_N,0.0018360000,input
sky130_fd_sc_hd__dfrtn_1/D,0.0020020000,input
sky130_fd_sc_hd__dfrtn_1/Q,0.1831150000,output
sky130_fd_sc_hd__dfrtn_1/RESET_B,0.0036190000,input
sky130_fd_sc_hd__dfrtp_1/CLK,0.0018420000,input
sky130_fd_sc_hd__dfrtp_1/D,0.0020090000,input
sky130_fd_sc_hd__dfrtp_1/Q,0.1831150000,output
sky130_fd_sc_hd__dfrtp_1/RESET_B,0.0036130000,input
sky130_fd_sc_hd__dfrtp_2/CLK,0.0018340000,input
sky130_fd_sc_hd__dfrtp_2/D,0.0020080000,input
sky130_fd_sc_hd__dfrtp_2/Q,0.3387550000,output
sky130_fd_sc_hd__dfrtp_2/RESET_B,0.0036000000,input
sky130_fd_sc_hd__dfrtp_4/CLK,0.0018420000,input
sky130_fd_sc_hd__dfrtp_4/D,0.0020090000,input
sky130_fd_sc_hd__dfrtp_4/Q,0.5813700000,output
sky130_fd_sc_hd__dfrtp_4/RESET_B,0.0036010000,input
sky130_fd_sc_hd__dfsbp_1/CLK,0.0018220000,input
sky130_fd_sc_hd__dfsbp_1/D,0.0024090000,input
sky130_fd_sc_hd__dfsbp_1/Q,0.1748760000,output
sky130_fd_sc_hd__dfsbp_1/Q_N,0.1876930000,output
sky130_fd_sc_hd__dfsbp_1/SET_B,0.0034550000,input
sky130_fd_sc_hd__dfsbp_2/CLK,0.0018250000,input
sky130_fd_sc_hd__dfsbp_2/D,0.0024090000,input
sky130_fd_sc_hd__dfsbp_2/Q,0.3305150000,output
sky130_fd_sc_hd__dfsbp_2/Q_N,0.3360080000,output
sky130_fd_sc_hd__dfsbp_2/SET_B,0.0034460000,input
sky130_fd_sc_hd__dfstp_1/CLK,0.0018210000,input
sky130_fd_sc_hd__dfstp_1/D,0.0024090000,input
sky130_fd_sc_hd__dfstp_1/Q,0.1757910000,output
sky130_fd_sc_hd__dfstp_1/SET_B,0.0034420000,input
sky130_fd_sc_hd__dfstp_2/CLK,0.0018380000,input
sky130_fd_sc_hd__dfstp_2/D,0.0024090000,input
sky130_fd_sc_hd__dfstp_2/Q,0.3296000000,output
sky130_fd_sc_hd__dfstp_2/SET_B,0.0034500000,input
sky130_fd_sc_hd__dfstp_4/CLK,0.0018230000,input
sky130_fd_sc_hd__dfstp_4/D,0.0024090000,input
sky130_fd_sc_hd__dfstp_4/Q,0.6591890000,output
sky130_fd_sc_hd__dfstp_4/SET_B,0.0034460000,input
sky130_fd_sc_hd__dfxbp_1/CLK,0.0018360000,input
sky130_fd_sc_hd__dfxbp_1/D,0.0017080000,input
sky130_fd_sc_hd__dfxbp_1/Q,0.1693830000,output
sky130_fd_sc_hd__dfxbp_1/Q_N,0.1831150000,output
sky130_fd_sc_hd__dfxbp_2/CLK,0.0018370000,input
sky130_fd_sc_hd__dfxbp_2/D,0.0017080000,input
sky130_fd_sc_hd__dfxbp_2/Q,0.3076270000,output
sky130_fd_sc_hd__dfxbp_2/Q_N,0.3387550000,output
sky130_fd_sc_hd__dfxtp_1/CLK,0.0018410000,input
sky130_fd_sc_hd__dfxtp_1/D,0.0017080000,input
sky130_fd_sc_hd__dfxtp_1/Q,0.1712140000,output
sky130_fd_sc_hd__dfxtp_2/CLK,0.0018470000,input
sky130_fd_sc_hd__dfxtp_2/D,0.0017080000,input
sky130_fd_sc_hd__dfxtp_2/Q,0.3195290000,output
sky130_fd_sc_hd__dfxtp_4/CLK,0.0018440000,input
sky130_fd_sc_hd__dfxtp_4/D,0.0015840000,input
sky130_fd_sc_hd__dfxtp_4/Q,0.5786230000,output
sky130_fd_sc_hd__diode_2/DIODE,0.0008890000,input
sky130_fd_sc_hd__dlclkp_1/CLK,0.0042570000,input
sky130_fd_sc_hd__dlclkp_1/GATE,0.0018210000,input
sky130_fd_sc_hd__dlclkp_1/GCLK,0.1611430000,output
sky130_fd_sc_hd__dlclkp_1/GATE,0.0018560000,input
sky130_fd_sc_hd__dlclkp_1/GCLK,0.3112890000,output
sky130_fd_sc_hd__dlclkp_1/GATE,0.0017060000,input
sky130_fd_sc_hd__dlclkp_1/GCLK,0.5383400000,output
sky130_fd_sc_hd__dlclkp_1/GATE_N,0.0018150000,input
sky130_fd_sc_hd__dlclkp_1/Q,0.1712140000,output
sky130_fd_sc_hd__dlclkp_1/Q_N,0.1767070000,output
sky130_fd_sc_hd__dlclkp_1/RESET_B,0.0025550000,input
sky130_fd_sc_hd__dlrbn_2/D,0.0018460000,input
sky130_fd_sc_hd__dlrbn_2/GATE_N,0.0018300000,input
sky130_fd_sc_hd__dlrbn_2/Q,0.3021340000,output
sky130_fd_sc_hd__dlrbn_2/Q_N,0.3305150000,output
sky130_fd_sc_hd__dlrbn_2/RESET_B,0.0025420000,input
sky130_fd_sc_hd__dlrbp_1/D,0.0018360000,input
sky130_fd_sc_hd__dlrbp_1/GATE,0.0018250000,input
sky130_fd_sc_hd__dlrbp_1/Q,0.1712140000,output
sky130_fd_sc_hd__dlrbp_1/Q_N,0.1767070000,output
sky130_fd_sc_hd__dlrbp_1/RESET_B,0.0025220000,input
sky130_fd_sc_hd__dlrbp_2/D,0.0018360000,input
sky130_fd_sc_hd__dlrbp_2/GATE,0.0018210000,input
sky130_fd_sc_hd__dlrbp_2/Q,0.3048800000,output
sky130_fd_sc_hd__dlrbp_2/Q_N,0.3314310000,output
sky130_fd_sc_hd__dlrbp_2/RESET_B,0.0025320000,input
sky130_fd_sc_hd__dlrtn_1/D,0.0018250000,input
sky130_fd_sc_hd__dlrtn_1/GATE_N,0.0017990000,input
sky130_fd_sc_hd__dlrtn_1/Q,0.1675510000,output
sky130_fd_sc_hd__dlrtn_1/RESET_B,0.0025350000,input
sky130_fd_sc_hd__dlrtn_2/D,0.0018420000,input
sky130_fd_sc_hd__dlrtn_2/GATE_N,0.0017980000,input
sky130_fd_sc_hd__dlrtn_2/Q,0.2984720000,output
sky130_fd_sc_hd__dlrtn_2/RESET_B,0.0025010000,input
sky130_fd_sc_hd__dlrtn_4/D,0.0018390000,input
sky130_fd_sc_hd__dlrtn_4/GATE_N,0.0018060000,input
sky130_fd_sc_hd__dlrtn_4/Q,0.5758770000,output
sky130_fd_sc_hd__dlrtn_4/RESET_B,0.0024480000,input
sky130_fd_sc_hd__dlrtp_1/D,0.0018590000,input
sky130_fd_sc_hd__dlrtp_1/GATE,0.0018030000,input
sky130_fd_sc_hd__dlrtp_1/Q,0.1666360000,output
sky130_fd_sc_hd__dlrtp_1/RESET_B,0.0024880000,input
sky130_fd_sc_hd__dlrtp_2/D,0.0018530000,input
sky130_fd_sc_hd__dlrtp_2/GATE,0.0018110000,input
sky130_fd_sc_hd__dlrtp_2/Q,0.2993870000,output
sky130_fd_sc_hd__dlrtp_2/RESET_B,0.0025100000,input
sky130_fd_sc_hd__dlrtp_4/D,0.0018400000,input
sky130_fd_sc_hd__dlrtp_4/GATE,0.0017900000,input
sky130_fd_sc_hd__dlrtp_4/Q,0.5758770000,output
sky130_fd_sc_hd__dlrtp_4/RESET_B,0.0024490000,input
sky130_fd_sc_hd__dlxbn_1/D,0.0018350000,input
sky130_fd_sc_hd__dlxbn_1/GATE_N,0.0018050000,input
sky130_fd_sc_hd__dlxbn_1/Q,0.1693830000,output
sky130_fd_sc_hd__dlxbn_1/Q_N,0.1767070000,output
sky130_fd_sc_hd__dlxbn_2/D,0.0018420000,input
sky130_fd_sc_hd__dlxbn_2/GATE_N,0.0017990000,input
sky130_fd_sc_hd__dlxbn_2/Q,0.3094580000,output
sky130_fd_sc_hd__dlxbn_2/Q_N,0.3305150000,output
sky130_fd_sc_hd__dlxbp_1/D,0.0018430000,input
sky130_fd_sc_hd__dlxbp_1/GATE,0.0018090000,input
sky130_fd_sc_hd__dlxbp_1/Q,0.1693830000,output
sky130_fd_sc_hd__dlxbp_1/Q_N,0.1767070000,output
sky130_fd_sc_hd__dlxtn_1/D,0.0018350000,input
sky130_fd_sc_hd__dlxtn_1/GATE_N,0.0018130000,input
sky130_fd_sc_hd__dlxtn_1/Q,0.1712140000,output
sky130_fd_sc_hd__dlxtn_2/D,0.0018250000,input
sky130_fd_sc_hd__dlxtn_2/GATE_N,0.0017990000,input
sky130_fd_sc_hd__dlxtn_2/Q,0.3204440000,output
sky130_fd_sc_hd__dlxtn_4/D,0.0018320000,input
sky130_fd_sc_hd__dlxtn_4/GATE_N,0.0018050000,input
sky130_fd_sc_hd__dlxtn_4/Q,0.5786230000,output
sky130_fd_sc_hd__dlxtp_1/D,0.0018270000,input
sky130_fd_sc_hd__dlxtp_1/GATE,0.0018040000,input
sky130_fd_sc_hd__dlxtp_1/Q,0.1693830000,output
sky130_fd_sc_hd__dlygate4sd1_1/A,0.0016810000,input
sky130_fd_sc_hd__dlygate4sd1_1/X,0.1666360000,output
sky130_fd_sc_hd__dlygate4sd2_1/A,0.0017110000,input
sky130_fd_sc_hd__dlygate4sd2_1/X,0.1666360000,output
sky130_fd_sc_hd__dlygate4sd3_1/A,0.0016750000,input
sky130_fd_sc_hd__dlygate4sd3_1/X,0.1611430000,output
sky130_fd_sc_hd__dlymetal6s2s_1/A,0.0017000000,input
sky130_fd_sc_hd__dlymetal6s2s_1/X,0.1648050000,output
sky130_fd_sc_hd__dlymetal6s4s_1/A,0.0016960000,input
sky130_fd_sc_hd__dlymetal6s4s_1/X,0.1638890000,output
sky130_fd_sc_hd__dlymetal6s6s_1/A,0.0016980000,input
sky130_fd_sc_hd__dlymetal6s6s_1/X,0.1666360000,output
sky130_fd_sc_hd__ebufn_1/A,0.0018520000,input
sky130_fd_sc_hd__ebufn_1/TE_B,0.0032380000,input
sky130_fd_sc_hd__ebufn_1/Z,0.0022670000,output
sky130_fd_sc_hd__ebufn_2/A,0.0018620000,input
sky130_fd_sc_hd__ebufn_2/TE_B,0.0042290000,input
sky130_fd_sc_hd__ebufn_2/Z,0.0027300000,output
sky130_fd_sc_hd__ebufn_4/A,0.0025520000,input
sky130_fd_sc_hd__ebufn_4/TE_B,0.0071140000,input
sky130_fd_sc_hd__ebufn_4/Z,0.0051690000,output
sky130_fd_sc_hd__ebufn_8/A,0.0045990000,input
sky130_fd_sc_hd__ebufn_8/TE_B,0.0108690000,input
sky130_fd_sc_hd__ebufn_8/Z,0.0096670000,output
sky130_fd_sc_hd__edfxbp_1/CLK,0.0018210000,input
