Cell Name/Pin, Capacitance, Direction
sky130_fd_sc_hd__o32a_1/X,0.1602270000,output
sky130_fd_sc_hd__o32a_2/A1,0.0024200000,input
sky130_fd_sc_hd__o32a_2/A2,0.0023530000,input
sky130_fd_sc_hd__o32a_2/A3,0.0023430000,input
sky130_fd_sc_hd__o32a_2/B1,0.0023370000,input
sky130_fd_sc_hd__o32a_2/B2,0.0023500000,input
sky130_fd_sc_hd__o32a_2/X,0.3195290000,output
sky130_fd_sc_hd__o32a_4/A1,0.0044830000,input
sky130_fd_sc_hd__o32a_4/A2,0.0043510000,input
sky130_fd_sc_hd__o32a_4/A3,0.0043710000,input
sky130_fd_sc_hd__o32a_4/B1,0.0043490000,input
sky130_fd_sc_hd__o32a_4/B2,0.0043020000,input
sky130_fd_sc_hd__o32a_4/X,0.5859470000,output
sky130_fd_sc_hd__o32ai_1/A1,0.0023810000,input
sky130_fd_sc_hd__o32ai_1/A2,0.0024590000,input
sky130_fd_sc_hd__o32ai_1/A3,0.0023390000,input
sky130_fd_sc_hd__o32ai_1/B1,0.0024080000,input
sky130_fd_sc_hd__o32ai_1/B2,0.0024290000,input
sky130_fd_sc_hd__o32ai_1/Y,0.0503640000,output
sky130_fd_sc_hd__o32ai_2/A1,0.0045930000,input
sky130_fd_sc_hd__o32ai_2/A2,0.0044250000,input
sky130_fd_sc_hd__o32ai_2/A3,0.0044730000,input
sky130_fd_sc_hd__o32ai_2/B1,0.0044850000,input
sky130_fd_sc_hd__o32ai_2/B2,0.0043210000,input
sky130_fd_sc_hd__o32ai_2/Y,0.0933940000,output
sky130_fd_sc_hd__o32ai_4/A1,0.0089410000,input
sky130_fd_sc_hd__o32ai_4/A2,0.0084560000,input
sky130_fd_sc_hd__o32ai_4/A3,0.0086510000,input
sky130_fd_sc_hd__o32ai_4/B1,0.0086060000,input
sky130_fd_sc_hd__o32ai_4/B2,0.0084680000,input
sky130_fd_sc_hd__o32ai_4/Y,0.1611430000,output
sky130_fd_sc_hd__o41a_1/A1,0.0023840000,input
sky130_fd_sc_hd__o41a_1/A2,0.0024550000,input
sky130_fd_sc_hd__o41a_1/A3,0.0024390000,input
sky130_fd_sc_hd__o41a_1/A4,0.0024690000,input
sky130_fd_sc_hd__o41a_1/B1,0.0024560000,input
sky130_fd_sc_hd__o41a_1/X,0.1565650000,output
sky130_fd_sc_hd__o41a_2/A1,0.0024370000,input
sky130_fd_sc_hd__o41a_2/A2,0.0024470000,input
sky130_fd_sc_hd__o41a_2/A3,0.0024400000,input
sky130_fd_sc_hd__o41a_2/A4,0.0023470000,input
sky130_fd_sc_hd__o41a_2/B1,0.0023810000,input
sky130_fd_sc_hd__o41a_2/X,0.3259380000,output
sky130_fd_sc_hd__o41a_4/A1,0.0045990000,input
sky130_fd_sc_hd__o41a_4/A2,0.0045740000,input
sky130_fd_sc_hd__o41a_4/A3,0.0042810000,input
sky130_fd_sc_hd__o41a_4/A4,0.0042830000,input
sky130_fd_sc_hd__o41a_4/B1,0.0045570000,input
sky130_fd_sc_hd__o41a_4/X,0.5777080000,output
sky130_fd_sc_hd__o41ai_1/A1,0.0023950000,input
sky130_fd_sc_hd__o41ai_1/A2,0.0024760000,input
sky130_fd_sc_hd__o41ai_1/A3,0.0024590000,input
sky130_fd_sc_hd__o41ai_1/A4,0.0024250000,input
sky130_fd_sc_hd__o41ai_1/B1,0.0023510000,input
sky130_fd_sc_hd__o41ai_1/Y,0.0366310000,output
sky130_fd_sc_hd__o41ai_2/A1,0.0045600000,input
sky130_fd_sc_hd__o41ai_2/A2,0.0044080000,input
sky130_fd_sc_hd__o41ai_2/A3,0.0044220000,input
sky130_fd_sc_hd__o41ai_2/A4,0.0044210000,input
sky130_fd_sc_hd__o41ai_2/B1,0.0044670000,input
sky130_fd_sc_hd__o41ai_2/Y,0.0659280000,output
sky130_fd_sc_hd__o41ai_4/A1,0.0089130000,input
sky130_fd_sc_hd__o41ai_4/A2,0.0086320000,input
sky130_fd_sc_hd__o41ai_4/A3,0.0085520000,input
sky130_fd_sc_hd__o41ai_4/A4,0.0085840000,input
sky130_fd_sc_hd__o41ai_4/B1,0.0089100000,input
sky130_fd_sc_hd__o41ai_4/Y,0.1144510000,output
sky130_fd_sc_hd__or2_0/A,0.0015680000,input
sky130_fd_sc_hd__or2_0/B,0.0015130000,input
sky130_fd_sc_hd__or2_0/X,0.1007180000,output
sky130_fd_sc_hd__or2_1/A,0.0015060000,input
sky130_fd_sc_hd__or2_1/B,0.0014870000,input
sky130_fd_sc_hd__or2_1/X,0.1730450000,output
sky130_fd_sc_hd__or2_2/A,0.0015250000,input
sky130_fd_sc_hd__or2_2/B,0.0014320000,input
sky130_fd_sc_hd__or2_2/X,0.3140360000,output
sky130_fd_sc_hd__or2_4/A,0.0024820000,input
sky130_fd_sc_hd__or2_4/B,0.0024210000,input
sky130_fd_sc_hd__or2_4/X,0.5429180000,output
sky130_fd_sc_hd__or2b_1/A,0.0017610000,input
sky130_fd_sc_hd__or2b_1/B_N,0.0014490000,input
sky130_fd_sc_hd__or2b_1/X,0.1776220000,output
sky130_fd_sc_hd__or2b_2/A,0.0017360000,input
sky130_fd_sc_hd__or2b_2/B_N,0.0014520000,input
sky130_fd_sc_hd__or2b_2/X,0.3296000000,output
sky130_fd_sc_hd__or2b_4/A,0.0025470000,input
sky130_fd_sc_hd__or2b_4/B_N,0.0016000000,input
sky130_fd_sc_hd__or2b_4/X,0.5447490000,output
sky130_fd_sc_hd__or3_1/A,0.0016040000,input
sky130_fd_sc_hd__or3_1/B,0.0016610000,input
sky130_fd_sc_hd__or3_1/C,0.0014180000,input
sky130_fd_sc_hd__or3_1/X,0.1757910000,output
sky130_fd_sc_hd__or3_2/A,0.0015860000,input
sky130_fd_sc_hd__or3_2/B,0.0016460000,input
sky130_fd_sc_hd__or3_2/C,0.0013990000,input
sky130_fd_sc_hd__or3_2/X,0.3268530000,output
sky130_fd_sc_hd__or3_4/A,0.0024720000,input
sky130_fd_sc_hd__or3_4/B,0.0024040000,input
sky130_fd_sc_hd__or3_4/C,0.0023440000,input
sky130_fd_sc_hd__or3_4/X,0.5639750000,output
sky130_fd_sc_hd__or3b_1/A,0.0016070000,input
sky130_fd_sc_hd__or3b_1/B,0.0017590000,input
sky130_fd_sc_hd__or3b_1/C_N,0.0013830000,input
sky130_fd_sc_hd__or3b_1/X,0.1767070000,output
sky130_fd_sc_hd__or3b_2/A,0.0014940000,input
sky130_fd_sc_hd__or3b_2/B,0.0015730000,input
sky130_fd_sc_hd__or3b_2/C_N,0.0015390000,input
sky130_fd_sc_hd__or3b_2/X,0.2801610000,output
sky130_fd_sc_hd__or3b_4/A,0.0024940000,input
sky130_fd_sc_hd__or3b_4/B,0.0024260000,input
sky130_fd_sc_hd__or3b_4/C_N,0.0015220000,input
sky130_fd_sc_hd__or3b_4/X,0.4925640000,output
sky130_fd_sc_hd__or4_1/A,0.0014700000,input
sky130_fd_sc_hd__or4_1/B,0.0017530000,input
sky130_fd_sc_hd__or4_1/C,0.0015430000,input
sky130_fd_sc_hd__or4_1/D,0.0013780000,input
sky130_fd_sc_hd__or4_1/X,0.1757910000,output
sky130_fd_sc_hd__or4_2/A,0.0014550000,input
sky130_fd_sc_hd__or4_2/B,0.0017410000,input
sky130_fd_sc_hd__or4_2/C,0.0015300000,input
sky130_fd_sc_hd__or4_2/D,0.0013680000,input
sky130_fd_sc_hd__or4_2/X,0.3268530000,output
sky130_fd_sc_hd__or4_4/A,0.0024320000,input
sky130_fd_sc_hd__or4_4/B,0.0025040000,input
sky130_fd_sc_hd__or4_4/C,0.0024930000,input
sky130_fd_sc_hd__or4_4/D,0.0023390000,input
sky130_fd_sc_hd__or4_4/X,0.5658060000,output
sky130_fd_sc_hd__or4b_1/A,0.0014760000,input
sky130_fd_sc_hd__or4b_1/B,0.0018370000,input
sky130_fd_sc_hd__or4b_1/C,0.0015260000,input
sky130_fd_sc_hd__or4b_1/D_N,0.0014480000,input
sky130_fd_sc_hd__or4b_1/X,0.1757910000,output
sky130_fd_sc_hd__or4b_2/A,0.0014820000,input
sky130_fd_sc_hd__or4b_2/B,0.0015180000,input
sky130_fd_sc_hd__or4b_2/C,0.0015140000,input
sky130_fd_sc_hd__or4b_2/D_N,0.0014700000,input
sky130_fd_sc_hd__or4b_2/X,0.2764990000,output
sky130_fd_sc_hd__or4b_4/A,0.0024310000,input
sky130_fd_sc_hd__or4b_4/B,0.0024990000,input
sky130_fd_sc_hd__or4b_4/C,0.0024940000,input
sky130_fd_sc_hd__or4b_4/D_N,0.0015150000,input
sky130_fd_sc_hd__or4b_4/X,0.5658060000,output
sky130_fd_sc_hd__or4bb_1/A,0.0015350000,input
sky130_fd_sc_hd__or4bb_1/B,0.0015690000,input
sky130_fd_sc_hd__or4bb_1/C_N,0.0015470000,input
sky130_fd_sc_hd__or4bb_1/D_N,0.0014380000,input
sky130_fd_sc_hd__or4bb_1/X,0.1757910000,output
sky130_fd_sc_hd__or4bb_2/A,0.0015180000,input
sky130_fd_sc_hd__or4bb_2/B,0.0015580000,input
sky130_fd_sc_hd__or4bb_2/C_N,0.0015480000,input
sky130_fd_sc_hd__or4bb_2/D_N,0.0014370000,input
sky130_fd_sc_hd__or4bb_2/X,0.3286840000,output
sky130_fd_sc_hd__or4bb_4/A,0.0024310000,input
sky130_fd_sc_hd__or4bb_4/B,0.0024720000,input
sky130_fd_sc_hd__or4bb_4/C_N,0.0015330000,input
sky130_fd_sc_hd__or4bb_4/D_N,0.0014270000,input
sky130_fd_sc_hd__or4bb_4/X,0.5648900000,output
sky130_fd_sc_hd__probe_p_8/A,0.0070530000,input
sky130_fd_sc_hd__probe_p_8/X,1.0089210000,output
sky130_fd_sc_hd__probec_p_8/A,0.0070640000,input
sky130_fd_sc_hd__probec_p_8/X,1.0052590000,output
sky130_fd_sc_hd__sdfbbn_1/CLK_N,0.0018420000,input
sky130_fd_sc_hd__sdfbbn_1/D,0.0015630000,input
sky130_fd_sc_hd__sdfbbn_1/Q,0.1767070000,output
sky130_fd_sc_hd__sdfbbn_1/Q_N,0.1611430000,output
sky130_fd_sc_hd__sdfbbn_1/RESET_B,0.0016660000,input
sky130_fd_sc_hd__sdfbbn_1/SCD,0.0018090000,input
sky130_fd_sc_hd__sdfbbn_1/SCE,0.0026640000,input
sky130_fd_sc_hd__sdfbbn_1/SET_B,0.0034860000,input
sky130_fd_sc_hd__sdfbbn_2/CLK_N,0.0018250000,input
sky130_fd_sc_hd__sdfbbn_2/D,0.0015670000,input
sky130_fd_sc_hd__sdfbbn_2/Q,0.3296000000,output
sky130_fd_sc_hd__sdfbbn_2/Q_N,0.3057960000,output
sky130_fd_sc_hd__sdfbbn_2/RESET_B,0.0016610000,input
sky130_fd_sc_hd__sdfbbn_2/SCD,0.0018040000,input
sky130_fd_sc_hd__sdfbbn_2/SCE,0.0026540000,input
sky130_fd_sc_hd__sdfbbn_2/SET_B,0.0034760000,input
sky130_fd_sc_hd__sdfbbp_1/CLK,0.0018140000,input
sky130_fd_sc_hd__sdfbbp_1/D,0.0015660000,input
sky130_fd_sc_hd__sdfbbp_1/Q,0.1767070000,output
sky130_fd_sc_hd__sdfbbp_1/Q_N,0.1611430000,output
sky130_fd_sc_hd__sdfbbp_1/RESET_B,0.0016620000,input
sky130_fd_sc_hd__sdfbbp_1/SCD,0.0017890000,input
sky130_fd_sc_hd__sdfbbp_1/SCE,0.0026580000,input
sky130_fd_sc_hd__sdfbbp_1/SET_B,0.0034810000,input
sky130_fd_sc_hd__sdfrbp_1/CLK,0.0025120000,input
sky130_fd_sc_hd__sdfrbp_1/D,0.0016440000,input
sky130_fd_sc_hd__sdfrbp_1/Q,0.1895240000,output
sky130_fd_sc_hd__sdfrbp_1/Q_N,0.1309300000,output
sky130_fd_sc_hd__sdfrbp_1/RESET_B,0.0035680000,input
sky130_fd_sc_hd__sdfrbp_1/SCD,0.0019110000,input
sky130_fd_sc_hd__sdfrbp_1/SCE,0.0043860000,input
sky130_fd_sc_hd__sdfrbp_1/D,0.0016440000,input
sky130_fd_sc_hd__sdfrbp_1/Q,0.2655130000,output
sky130_fd_sc_hd__sdfrbp_1/Q_N,0.3067120000,output
sky130_fd_sc_hd__sdfrbp_1/RESET_B,0.0035610000,input
sky130_fd_sc_hd__sdfrbp_1/SCD,0.0019110000,input
sky130_fd_sc_hd__sdfrbp_1/SCE,0.0043860000,input
sky130_fd_sc_hd__sdfrbp_1/D,0.0016430000,input
sky130_fd_sc_hd__sdfrbp_1/Q,0.1913550000,output
sky130_fd_sc_hd__sdfrbp_1/RESET_B,0.0035580000,input
sky130_fd_sc_hd__sdfrbp_1/SCD,0.0019110000,input
sky130_fd_sc_hd__sdfrbp_1/SCE,0.0037470000,input
sky130_fd_sc_hd__sdfrtp_1/CLK,0.0025050000,input
sky130_fd_sc_hd__sdfrtp_1/D,0.0016440000,input
sky130_fd_sc_hd__sdfrtp_1/Q,0.1913550000,output
sky130_fd_sc_hd__sdfrtp_1/RESET_B,0.0035650000,input
sky130_fd_sc_hd__sdfrtp_1/SCD,0.0019120000,input
sky130_fd_sc_hd__sdfrtp_1/SCE,0.0043870000,input
sky130_fd_sc_hd__sdfrtp_2/CLK,0.0025140000,input
sky130_fd_sc_hd__sdfrtp_2/D,0.0016440000,input
sky130_fd_sc_hd__sdfrtp_2/Q,0.3442480000,output
sky130_fd_sc_hd__sdfrtp_2/RESET_B,0.0035920000,input
sky130_fd_sc_hd__sdfrtp_2/SCD,0.0019110000,input
sky130_fd_sc_hd__sdfrtp_2/SCE,0.0043870000,input
sky130_fd_sc_hd__sdfrtp_4/CLK,0.0024950000,input
sky130_fd_sc_hd__sdfrtp_4/D,0.0016440000,input
sky130_fd_sc_hd__sdfrtp_4/Q,0.6115820000,output
sky130_fd_sc_hd__sdfrtp_4/RESET_B,0.0035640000,input
sky130_fd_sc_hd__sdfrtp_4/SCD,0.0019110000,input
sky130_fd_sc_hd__sdfrtp_4/SCE,0.0043870000,input
sky130_fd_sc_hd__sdfsbp_1/CLK,0.0019920000,input
sky130_fd_sc_hd__sdfsbp_1/D,0.0018980000,input
sky130_fd_sc_hd__sdfsbp_1/Q,0.1767070000,output
sky130_fd_sc_hd__sdfsbp_1/Q_N,0.1886090000,output
sky130_fd_sc_hd__sdfsbp_1/SCD,0.0017820000,input
sky130_fd_sc_hd__sdfsbp_1/SCE,0.0036010000,input
sky130_fd_sc_hd__sdfsbp_1/SET_B,0.0034220000,input
sky130_fd_sc_hd__sdfsbp_1/D,0.0018920000,input
sky130_fd_sc_hd__sdfsbp_1/Q,0.3259380000,output
sky130_fd_sc_hd__sdfsbp_1/Q_N,0.3305150000,output
sky130_fd_sc_hd__sdfsbp_1/SCD,0.0017790000,input
sky130_fd_sc_hd__sdfsbp_1/SCE,0.0036110000,input
sky130_fd_sc_hd__sdfsbp_1/SET_B,0.0034040000,input
sky130_fd_sc_hd__sdfsbp_1/D,0.0019050000,input
sky130_fd_sc_hd__sdfsbp_1/Q,0.1767070000,output
sky130_fd_sc_hd__sdfsbp_1/SCD,0.0017790000,input
sky130_fd_sc_hd__sdfsbp_1/SCE,0.0036170000,input
sky130_fd_sc_hd__sdfsbp_1/SET_B,0.0033910000,input
sky130_fd_sc_hd__sdfstp_2/CLK,0.0019930000,input
sky130_fd_sc_hd__sdfstp_2/D,0.0019050000,input
sky130_fd_sc_hd__sdfstp_2/Q,0.3341770000,output
sky130_fd_sc_hd__sdfstp_2/SCD,0.0017790000,input
sky130_fd_sc_hd__sdfstp_2/SCE,0.0036280000,input
sky130_fd_sc_hd__sdfstp_2/SET_B,0.0033900000,input
sky130_fd_sc_hd__sdfstp_4/CLK,0.0019930000,input
sky130_fd_sc_hd__sdfstp_4/D,0.0019050000,input
sky130_fd_sc_hd__sdfstp_4/Q,0.5859470000,output
sky130_fd_sc_hd__sdfstp_4/SCD,0.0017790000,input
sky130_fd_sc_hd__sdfstp_4/SCE,0.0036160000,input
sky130_fd_sc_hd__sdfstp_4/SET_B,0.0033910000,input
sky130_fd_sc_hd__sdfxbp_1/CLK,0.0018340000,input
sky130_fd_sc_hd__sdfxbp_1/D,0.0017300000,input
sky130_fd_sc_hd__sdfxbp_1/Q,0.1675510000,output
sky130_fd_sc_hd__sdfxbp_1/Q_N,0.1812840000,output
sky130_fd_sc_hd__sdfxbp_1/SCD,0.0018630000,input
sky130_fd_sc_hd__sdfxbp_1/SCE,0.0034400000,input
sky130_fd_sc_hd__sdfxbp_2/CLK,0.0018240000,input
sky130_fd_sc_hd__sdfxbp_2/D,0.0017280000,input
sky130_fd_sc_hd__sdfxbp_2/Q,0.3067120000,output
sky130_fd_sc_hd__sdfxbp_2/Q_N,0.3341770000,output
sky130_fd_sc_hd__sdfxbp_2/SCD,0.0018720000,input
sky130_fd_sc_hd__sdfxbp_2/SCE,0.0034500000,input
sky130_fd_sc_hd__sdfxtp_1/CLK,0.0018220000,input
sky130_fd_sc_hd__sdfxtp_1/D,0.0017310000,input
sky130_fd_sc_hd__sdfxtp_1/Q,0.1712140000,output
sky130_fd_sc_hd__sdfxtp_1/SCD,0.0018590000,input
sky130_fd_sc_hd__sdfxtp_1/SCE,0.0034670000,input
sky130_fd_sc_hd__sdfxtp_1/D,0.0017260000,input
sky130_fd_sc_hd__sdfxtp_1/Q,0.3268530000,output
sky130_fd_sc_hd__sdfxtp_1/SCD,0.0018620000,input
sky130_fd_sc_hd__sdfxtp_1/SCE,0.0034480000,input
sky130_fd_sc_hd__sdfxtp_1/D,0.0017280000,input
sky130_fd_sc_hd__sdfxtp_1/Q,0.5712990000,output
sky130_fd_sc_hd__sdfxtp_1/SCD,0.0018640000,input
sky130_fd_sc_hd__sdfxtp_1/SCE,0.0034470000,input
sky130_fd_sc_hd__sdfxtp_1/GATE,0.0019280000,input
sky130_fd_sc_hd__sdfxtp_1/GCLK,0.1620580000,output
sky130_fd_sc_hd__sdlclkp_2/CLK,0.0037320000,input
sky130_fd_sc_hd__sdlclkp_2/GATE,0.0019430000,input
sky130_fd_sc_hd__sdlclkp_2/GCLK,0.3167820000,output
sky130_fd_sc_hd__sdlclkp_4/CLK,0.0043930000,input
sky130_fd_sc_hd__sdlclkp_4/GATE,0.0019610000,input
sky130_fd_sc_hd__sdlclkp_4/GCLK,0.5658060000,output
sky130_fd_sc_hd__sedfxbp_1/CLK,0.0018110000,input
sky130_fd_sc_hd__sedfxbp_1/D,0.0017980000,input
sky130_fd_sc_hd__sedfxbp_1/DE,0.0033710000,input
sky130_fd_sc_hd__sedfxbp_1/Q,0.1794530000,output
sky130_fd_sc_hd__sedfxbp_1/Q_N,0.1776220000,output
sky130_fd_sc_hd__sedfxbp_1/SCD,0.0017730000,input
sky130_fd_sc_hd__sedfxbp_1/SCE,0.0030100000,input
sky130_fd_sc_hd__sedfxbp_1/D,0.0017990000,input
sky130_fd_sc_hd__sedfxbp_1/DE,0.0033710000,input
sky130_fd_sc_hd__sedfxbp_1/Q,0.3314310000,output
sky130_fd_sc_hd__sedfxbp_1/Q_N,0.3176980000,output
sky130_fd_sc_hd__sedfxbp_1/SCD,0.0017730000,input
sky130_fd_sc_hd__sedfxbp_1/SCE,0.0030040000,input
sky130_fd_sc_hd__sedfxbp_1/D,0.0017990000,input
sky130_fd_sc_hd__sedfxbp_1/DE,0.0033770000,input
sky130_fd_sc_hd__sedfxbp_1/Q,0.1803690000,output
sky130_fd_sc_hd__sedfxbp_1/SCD,0.0017740000,input
sky130_fd_sc_hd__sedfxbp_1/SCE,0.0030100000,input
sky130_fd_sc_hd__sedfxtp_2/CLK,0.0018060000,input
sky130_fd_sc_hd__sedfxtp_2/D,0.0017990000,input
sky130_fd_sc_hd__sedfxtp_2/DE,0.0033720000,input
sky130_fd_sc_hd__sedfxtp_2/Q,0.3341770000,output
sky130_fd_sc_hd__sedfxtp_2/SCD,0.0017730000,input
sky130_fd_sc_hd__sedfxtp_2/SCE,0.0030090000,input
sky130_fd_sc_hd__sedfxtp_4/CLK,0.0018120000,input
sky130_fd_sc_hd__sedfxtp_4/D,0.0018050000,input
sky130_fd_sc_hd__sedfxtp_4/DE,0.0033700000,input
sky130_fd_sc_hd__sedfxtp_4/Q,0.5932720000,output
sky130_fd_sc_hd__sedfxtp_4/SCD,0.0017730000,input
sky130_fd_sc_hd__sedfxtp_4/SCE,0.0029910000,input
sky130_fd_sc_hd__xnor2_1/A,0.0046370000,input
sky130_fd_sc_hd__xnor2_1/B,0.0046540000,input
sky130_fd_sc_hd__xnor2_1/Y,0.0732520000,output
sky130_fd_sc_hd__xnor2_2/A,0.0089230000,input
sky130_fd_sc_hd__xnor2_2/B,0.0084260000,input
sky130_fd_sc_hd__xnor2_2/Y,0.1263530000,output
sky130_fd_sc_hd__xnor2_4/A,0.0172430000,input
sky130_fd_sc_hd__xnor2_4/B,0.0162510000,input
sky130_fd_sc_hd__xnor2_4/Y,0.2188210000,output
sky130_fd_sc_hd__xnor3_1/A,0.0025090000,input
sky130_fd_sc_hd__xnor3_1/B,0.0053300000,input
sky130_fd_sc_hd__xnor3_1/C,0.0035340000,input
sky130_fd_sc_hd__xnor3_1/X,0.1629740000,output
sky130_fd_sc_hd__xnor3_2/A,0.0025080000,input
sky130_fd_sc_hd__xnor3_2/B,0.0053320000,input
sky130_fd_sc_hd__xnor3_2/C,0.0035330000,input
sky130_fd_sc_hd__xnor3_2/X,0.3176980000,output
sky130_fd_sc_hd__xnor3_4/A,0.0025050000,input
sky130_fd_sc_hd__xnor3_4/B,0.0053290000,input
sky130_fd_sc_hd__xnor3_4/C,0.0035320000,input
sky130_fd_sc_hd__xnor3_4/X,0.5859470000,output
sky130_fd_sc_hd__xor2_1/A,0.0045040000,input
sky130_fd_sc_hd__xor2_1/B,0.0044220000,input
sky130_fd_sc_hd__xor2_1/X,0.0805760000,output
sky130_fd_sc_hd__xor2_2/A,0.0092260000,input
sky130_fd_sc_hd__xor2_2/B,0.0083370000,input
sky130_fd_sc_hd__xor2_2/X,0.1345920000,output
sky130_fd_sc_hd__xor2_4/A,0.0178080000,input
sky130_fd_sc_hd__xor2_4/B,0.0154540000,input
sky130_fd_sc_hd__xor2_4/X,0.2298070000,output
sky130_fd_sc_hd__xor3_1/A,0.0025090000,input
sky130_fd_sc_hd__xor3_1/B,0.0053310000,input
sky130_fd_sc_hd__xor3_1/C,0.0035450000,input
sky130_fd_sc_hd__xor3_1/X,0.1593120000,output
sky130_fd_sc_hd__xor3_2/A,0.0025060000,input
sky130_fd_sc_hd__xor3_2/B,0.0053270000,input
sky130_fd_sc_hd__xor3_2/C,0.0035410000,input
sky130_fd_sc_hd__xor3_2/X,0.3012180000,output
sky130_fd_sc_hd__xor3_4/A,0.0024880000,input
sky130_fd_sc_hd__xor3_4/B,0.0053240000,input
sky130_fd_sc_hd__xor3_4/C,0.0035210000,input
sky130_fd_sc_hd__xor3_4/X,0.5346780000,output
